event_id,date,category,company,product,location,source,url,summary,title
a7a0997e-d6d1-43da-899b-d82304a59c75,"Wed, 29 Ju",MODEL_RELEASE,Modal,,,arXiv cs.LG,https://arxiv.org/abs/2607.24892,"arXiv:2607.24892v1 Announce Type: new 
Abstract: Text-conditioned time-series forecasting predicts a series from both its numerical history and natural-language context, allowing forecasts to account for events and constraints that the past alone cannot reveal. This requires both reliable numeric...",LLM as Forecasting Planner: Training-Free Text Conditioning for Time-Series Foundation Models
ddfd26f2-808e-4d25-a674-ae9408a750e7,"Wed, 29 Ju",MODEL_RELEASE,Perplexity,,,arXiv cs.LG,https://arxiv.org/abs/2607.24953,"arXiv:2607.24953v1 Announce Type: new 
Abstract: Reducing training precision is a key lever for improving the e ciency of large language model (LLM) training, but pushing beyond FP8 to 4-bit oating point (FP4) remains challenging due to instability during optimization. We identify a fundamental s...",Stable FP4 Training via Transposition-Invariant Block Quantization
5e67ce47-67de-40c9-a616-3da5623af11c,"Wed, 29 Ju",MODEL_RELEASE,CC,,,arXiv cs.LG,https://arxiv.org/abs/2607.25018,"arXiv:2607.25018v1 Announce Type: new 
Abstract: Large language model (LLM) cascades reduce inference cost by routing easy queries to a small model and deferring hard queries to a larger one. Production cascades govern this deferral through a confidence threshold, but LLM confidence scores are mi...",Conformal Cascade: Distribution-Free Accuracy Guarantees for Multi-Tier LLM Inference
016fb393-1a3d-47fa-9855-763c22e116c1,"Wed, 29 Ju",MODEL_RELEASE,Modal,,,arXiv cs.LG,https://arxiv.org/abs/2607.25156,"arXiv:2607.25156v1 Announce Type: new 
Abstract: Structure-prediction networks built on co-evolutionary statistics have transformed protein-based drug discovery, yet their accuracy does not extend to peptide therapeutics--an increasingly important modality defined by non-canonical residues, macro...",Accurate structural modeling of chemically diverse molecular interfaces with Vilya-2
a41c2fb3-2b51-48e0-93ec-71a414a713a0,"Wed, 29 Ju",MODEL_RELEASE,ARC-AGI-3,GPT-5,,OpenAI Blog,https://openai.com/index/how-two-settings-tripled-our-arc-agi-3-scores,"How two API settings improved GPT-5.6 performance on ARC-AGI-3, boosting scores and efficiency by retaining reasoning and enabling compaction.",How enabling two settings tripled our scores on the ARC-AGI-3 benchmark
47218cd3-97db-4805-a59f-a3682cfa19aa,"Wed, 29 Ju",MODEL_RELEASE,Intel,GPT-5,,OpenAI Blog,https://openai.com/index/gpt-5-6-frontier-intelligence-efficiency,"GPT-5.6 improves AI efficiency across models, inference, and agentic workflows, helping deliver more useful intelligence per dollar.",How GPT-5.6 fuses frontier intelligence with frontier efficiency
3f4737a7-162a-49b6-9c31-d9ebe8dfbb7c,"Wed, 24 Ju",MODEL_RELEASE,RIFT-Bench: Dynamic Red-teaming,,Scanning,arXiv cs.AI,https://arxiv.org/abs/2606.23927,"arXiv:2606.23927v1 Announce Type: new 
Abstract: Agentic AI systems powered by large language models (LLMs) are rapidly evolving into autonomous decision-making systems, exposing attack vectors beyond those of traditional LLM vulnerabilities. Existing security evaluations are often tied to specif...",RIFT-Bench: Dynamic Red-teaming For Agentic AI Systems
1d6ebb3e-9655-4773-b7e0-87720407259d,"Wed, 24 Ju",MODEL_RELEASE,Large Language Model,,Descartes,arXiv cs.AI,https://arxiv.org/abs/2606.23991,"arXiv:2606.23991v1 Announce Type: new 
Abstract: What is an agent? What constitutes agency?",Critique of Agent Model
c0cdd30a-c1ee-4d9d-a0a7-775e1b31d589,"Wed, 24 Ju",MODEL_RELEASE,HyVE,Llama,Explain,arXiv cs.AI,https://arxiv.org/abs/2606.24026,"arXiv:2606.24026v1 Announce Type: new 
Abstract: Mechanistic interpretability has made substantial progress in automatically localizing circuits, but explaining what localized components do remains labor-intensive and difficult to standardize. In this work, we study whether language model (LM) ag...",Can Language Model Agents be Helpful Circuit Explainers in Mechanistic Interpretability?
e9c364b9-26d1-493c-b3d0-22bbf0db807e,"Wed, 24 Ju",MODEL_RELEASE,Modal,GPT-5,,arXiv cs.AI,https://arxiv.org/abs/2606.24112,"arXiv:2606.24112v1 Announce Type: new 
Abstract: Multimodal misinformation detection is increasingly important because viral posts now combine long multilingual narratives, several images, mixed provenance, and subtle text--image framing errors. Existing benchmarks and methods remain poorly match...",ReMMD: Realistic Multilingual Multi-Image Agentic Verification for Multimodal Misinformation Detection
a29cdb47-10fd-4791-86f7-960886d7d8ce,"Wed, 24 Ju",MODEL_RELEASE,CoT,,,arXiv cs.AI,https://arxiv.org/abs/2606.24124,"arXiv:2606.24124v1 Announce Type: new 
Abstract: Multi-step reasoning with Chain-of-Thought (CoT) prompting remains fragile: logical errors or hallucinations in early steps silently propagate, producing confident but incorrect conclusions. This paper presents VeryTrace, a zero-shot verification-a...",VeryTrace: Verifying Reasoning Traces through Compilable Formalism and Structured Verification
16e7aa87-1b17-4c6c-816e-7c633927d839,"Wed, 24 Ju",MODEL_RELEASE,LLM,GPT-4o,,arXiv cs.AI,https://arxiv.org/abs/2606.24145,"arXiv:2606.24145v1 Announce Type: new 
Abstract: Large language models (LLMs) can produce clinically fluent recommendations for type 2 diabetes while failing to satisfy guideline constraints or explicitly justify lifestyle-related glycemic claims. We present T2D-Bench, a reproducible benchmark an...",T2D-Bench: Evidence-Gated Evaluation of LLM Outputs for Type 2 Diabetes Using a Multi-Layer Clinical-Lifestyle Knowledge Graph
e1f067cf-0531-48f9-b937-1387d0ac9eb7,"Wed, 24 Ju",MODEL_RELEASE,Modal,,,arXiv cs.AI,https://arxiv.org/abs/2606.24231,"arXiv:2606.24231v1 Announce Type: new 
Abstract: Multimodal driving planning faces a long-standing tension between two paradigms: scoring-based methods benefit from dense reward supervision but are confined to a fixed action vocabulary, while anchor-based methods generate proposals dynamically ye...",FlowR2A: Learning Reward-to-Action Distribution for Multimodal Driving Planning
8f4bc558-8534-4463-9aee-5f51bae8ac41,"Wed, 24 Ju",MODEL_RELEASE,Transformer,,,arXiv cs.LG,https://arxiv.org/abs/2606.23830,"arXiv:2606.23830v1 Announce Type: new 
Abstract: Molecular surfaces encode the geometric and physicochemical patterns that determine antibody-antigen recognition, central to epitope prediction. However, existing methods rely on sequences or backbone structures and struggle to capture discontinuou...",Deciphering Fingerprints of 3D Molecular Surfaces for Accurate Epitope Prediction
2e69e3ed-94ef-4516-a63f-046e1d30a144,"Wed, 24 Ju",MODEL_RELEASE,AI,,Catala,arXiv cs.LG,https://arxiv.org/abs/2606.23913,"arXiv:2606.23913v1 Announce Type: new 
Abstract: This article develops an architecture that creates a formally verifiable reward signal to train legal AI, adapting the LLM proposes, verifier disposes paradigm from mathematical AI to the distinctive demands of law. We present an architecture compr...",Closing the Loop: Formally Verified Law as a Reward Signal for Self-Improving Legal AI
cb15bb01-31cd-46c6-aad0-8b40f331128a,"Wed, 24 Ju",MODEL_RELEASE,,Gemini,Gemini,Google DeepMind,https://deepmind.google/blog/introducing-computer-use-in-gemini-3-5-flash/,Introducing computer use in Gemini 3.5 Flash,Introducing computer use in Gemini 3.5 Flash
958afa43-3699-477b-9141-9a7a71767b53,"Wed, 22 Ju",MODEL_RELEASE,BatchDAG,GPT-5,,arXiv cs.AI,https://arxiv.org/abs/2607.18241,"arXiv:2607.18241v1 Announce Type: new 
Abstract: Large language models (LLMs) excel at analyzing individual documents but break down on exhaustive, cross-entity analytical questions over enterprise-scale datasets due to context overflow, loss of per-entity attribution, and linear latency from seq...",BatchDAG: LLM-Planned Execution Graphs for Scalable Ad-Hoc Analysis Over Enterprise Data
451e4711-9432-4948-89c3-14132686d694,"Wed, 22 Ju",MODEL_RELEASE,AI Tool Discovery,,,arXiv cs.AI,https://arxiv.org/abs/2607.18242,"arXiv:2607.18242v1 Announce Type: new 
Abstract: The coming era of autonomous AI agents demands a discovery mechanism capable of navigating millions of tools, yet existing solutions buckle under O(N) complexity and centralized governance. Instead of building another fragile overlay, we propose To...",AI Tool Discovery at Scale: All You Need is DNS
151dc6dd-c78d-43bb-86f8-47836ab0bab9,"Wed, 22 Ju",MODEL_RELEASE,Structured State Management,,,arXiv cs.AI,https://arxiv.org/abs/2607.18246,"arXiv:2607.18246v1 Announce Type: new 
Abstract: We present Phionyx, a deterministic AI runtime architecture derived from the broader Echoism interaction framework that introduces a governance-first approach to AI engineering: treating large language model (LLM) outputs as noisy sensor measuremen...",Phionyx: A Deterministic AI Runtime Architecture with Structured State Management and Pre-Response Governance
085f98ec-c14b-4500-8539-d52a52b41129,"Wed, 22 Ju",MODEL_RELEASE,MILP-Evo: Closed-Loop Fully Automatic Design of MILP Solvers arXiv:2607.18252v1 Announce Type:,,,arXiv cs.AI,https://arxiv.org/abs/2607.18252,"arXiv:2607.18252v1 Announce Type: new 
Abstract: Machine learning methods have shown that data-driven policies can accelerate mixed-integer linear programming (MILP) solvers, but many such approaches remain difficult to inspect, adapt, and deploy because the learned policy is represented as an ex...",MILP-Evo: Closed-Loop Fully Automatic Design of MILP Solvers
0d42d298-86cf-4683-995d-19713179612a,"Wed, 22 Ju",MODEL_RELEASE,Latency-Aware LLM Query Routing for Dynamic Workloads arXiv:2607.18253v1,,,arXiv cs.AI,https://arxiv.org/abs/2607.18253,"arXiv:2607.18253v1 Announce Type: new 
Abstract: Modern language query routers improve inference efficiency by assigning each query to a model that balances response quality and monetary cost. However, current query routers are largely latency-agnostic and do not consider the generation latency e...",Beyond Accuracy and Cost: Latency-Aware LLM Query Routing for Dynamic Workloads
69cc6ffc-9f11-46cc-b7db-a18bd5b834b2,"Wed, 22 Ju",MODEL_RELEASE,Cohere,,,arXiv cs.AI,https://arxiv.org/abs/2607.18259,"arXiv:2607.18259v1 Announce Type: new 
Abstract: Steering vectors (SVs), an inference-time intervention technique for large language models (LLMs), guide the generation process by adding a concept-specific direction vector to intermediate activations during inference. However, existing SV methods...",Probabilistic Concept-Aware Steering for Trustworthy LLM Inference
d9813476-22b5-48df-a0e0-0977c1cca99a,"Wed, 22 Ju",MODEL_RELEASE,API,,,arXiv cs.AI,https://arxiv.org/abs/2607.18261,"arXiv:2607.18261v1 Announce Type: new 
Abstract: LLM agents are increasingly used as transaction compilers: a user states an intent in natural language, and the model emits a structured object that an API can execute. JSON Schema and provider-level structured-output modes are useful because they ...",When JSON Is Not Enough: Semantic Reliability of Schema-Constrained LLM Ordering Agents
99f9320c-0610-44fe-b691-2dc196b7fe52,"Wed, 22 Ju",MODEL_RELEASE,Beyond Single-Dimensional Compression,,,arXiv cs.LG,https://arxiv.org/abs/2607.18280,"arXiv:2607.18280v1 Announce Type: new 
Abstract: Large language models (LLMs) are often compressed through static parameter pruning or dynamic token-level computation, yet aggressive sparsification can trigger rapid performance degradation beyond an essential sparsity boundary. This work asks \em...",Beyond Single-Dimensional Compression: The Compound Sparsity Frontier of Large Language Models
9ca65bc3-837f-42d3-8076-c796ddd295ea,"Wed, 22 Ju",MODEL_RELEASE,Singular Value Decomposition,,,arXiv cs.LG,https://arxiv.org/abs/2607.18284,"arXiv:2607.18284v1 Announce Type: new 
Abstract: To excel at their domain large language models are comprised of billions of parameters. Yet this comes at the cost of huge memory requirements restricting their applicability in resource-constrained environments.",Compressing What Matters: Neuron Importance Meets Data-Aware Low Rank Approximation for Language Model Compression
5c414f0f-0150-4ec3-bc24-0ed2a6b441dd,"Wed, 22 Ju",MODEL_RELEASE,Intel,,RadioML2018,arXiv cs.LG,https://arxiv.org/abs/2607.18285,"arXiv:2607.18285v1 Announce Type: new 
Abstract: We present E-SpecFormer (Edge Spectrum monitoring Transformer) for end-to-end automatic modulation and covert channel (CC) recognition. We introduce LiTAN (Linear Tanh Attention Network), a Softmax- and LayerNorm-free attention mechanism that reduc...",Edge-Efficient Transformer for End-to-End RF Spectrum Monitoring
cf3e54da-3ed2-43a9-af8e-65915bc08448,"Wed, 22 Ju",MODEL_RELEASE,,,,arXiv cs.LG,https://arxiv.org/abs/2607.18295,"arXiv:2607.18295v1 Announce Type: new 
Abstract: We study whether alignment schemes that reshape a base model's output distribution, combined with bounded safety filters, can drive the probability of harmful behavior to zero in modern large language models. Recent research suggests that harmful b...",On the Limits of Support-Preserving Alignment and Bounded Filtering
cff0a792-fd67-4936-9871-3f27ba32b8ed,"Wed, 22 Ju",MODEL_RELEASE,Perplexity,Llama,,arXiv cs.LG,https://arxiv.org/abs/2607.18302,"arXiv:2607.18302v1 Announce Type: new 
Abstract: Autoregressive language models are least accurate at the beginning of a sequence, where little context forces reliance on a generic pretraining prior. We show that this cold-start penalty is domain dependent and reduce it with a domain-conditional ...",A Better Start for Language Models: Domain-Conditional Position Offsets
c4cd112c-1b2b-4f04-bd71-b716701e61bd,"Wed, 17 Ju",MODEL_RELEASE,LLM,,,arXiv cs.AI,https://arxiv.org/abs/2606.17220,"arXiv:2606.17220v1 Announce Type: new 
Abstract: Legal case retrieval remains challenging due to the complexity of legal language and the need for precise lexical alignment between queries and relevant cases. Although dense retrieval models have achieved notable progress, empirical studies show t...",When Rules Learn: A Self-Evolving Agent for Legal Case Retrieval
02ffe4f7-05cd-4fe2-b586-7d29ffb238e9,"Wed, 17 Ju",MODEL_RELEASE,AI,,,arXiv cs.AI,https://arxiv.org/abs/2606.17289,"arXiv:2606.17289v1 Announce Type: new 
Abstract: AI systems based on artificial neural networks are being developed with aspirations of pushing the boundary of human mathematical knowledge. A key question for these systems is how much they can reach beyond their training data.",Nothing from Something: Can a Language Model Discover 0?
5408f570-7b98-4793-a6aa-8caac5468de7,"Wed, 17 Ju",MODEL_RELEASE,PageRank,,,arXiv cs.AI,https://arxiv.org/abs/2606.17312,"arXiv:2606.17312v1 Announce Type: new 
Abstract: Large language models can arrive at the same answer through reasoning paths that are unstable, contradictory, or difficult to rank consistently -- a failure mode especially prevalent in multi-step deductive reasoning. Existing methods assess reliab...",Quantifying Consistency in LLM Logical Reasoning via Structural Uncertainty
054c9625-392c-4887-b5a8-7a6313ea77e7,"Wed, 17 Ju",MODEL_RELEASE,MemTrace,,,arXiv cs.AI,https://arxiv.org/abs/2606.17328,"arXiv:2606.17328v1 Announce Type: new 
Abstract: LLM agents increasingly maintain long-term memory of user facts across sessions. Yet such memory is usually evaluated by aggregating accuracy over question rows or episodes.",MemTrace: Probing What Final Accuracy Misses in Long-Term Memory
529addea-cf9e-4080-900c-d2d76d80f1c3,"Wed, 17 Ju",MODEL_RELEASE,SpeechDx,,,arXiv cs.AI,https://arxiv.org/abs/2606.17339,"arXiv:2606.17339v1 Announce Type: new 
Abstract: Speech offers a uniquely informative window into health by simultaneously engaging neurological, motor, respiratory, and vocal systems. Current clinical speech AI methods have largely progressed through isolated condition-specific studies, making r...",SpeechDx: A Multi-Task Benchmark for Clinical Speech AI
f4867d92-6192-4ade-a5b9-f668bc9e65b4,"Wed, 17 Ju",MODEL_RELEASE,LLM,GPT-4o,Conditional Monopoly,arXiv cs.AI,https://arxiv.org/abs/2606.17443,"arXiv:2606.17443v1 Announce Type: new 
Abstract: Large language models (LLMs) are becoming a major way for consumers to find products, but we do not yet understand how brands compete in this new channel. We study brand dynamics in LLM recommendations using skincare products -- a category where co...",Incumbent Advantage: Brand Bias and Cognitive Manipulation Dynamics in LLM Recommendation Systems
767d272f-7f87-4775-8334-b3bde2365e08,"Wed, 17 Ju",MODEL_RELEASE,,,,arXiv cs.AI,https://arxiv.org/abs/2606.17453,"arXiv:2606.17453v1 Announce Type: new 
Abstract: Large language model agents are increasingly integrated into map services. Since map services are embedded in everyday-life scenarios rather than professional task settings, users often express their needs informally, resulting in underspecified qu...",MapSatisfyBench: Benchmarking Satisfaction-Aware Map Agents through Behavior-Grounded Implicit Decision Factors
e0ce34ca-2e49-4297-aa0d-427cb446e741,"Wed, 17 Ju",MODEL_RELEASE,AI,Claude,Gemini,arXiv cs.AI,https://arxiv.org/abs/2606.17454,"arXiv:2606.17454v1 Announce Type: new 
Abstract: AI agent performance is not just a modeling problem, it is fundamentally a systems problem. The advanced capabilities of models are realized through agent harnesses.",Dissecting model behavior through agent trajectories
302d69d9-70f7-42ad-a31c-17bc2c5f354b,"Wed, 17 Ju",MODEL_RELEASE,Multi-Role Agent Simulation arXiv:2606.17459v1 Announce Type,,,arXiv cs.AI,https://arxiv.org/abs/2606.17459,"arXiv:2606.17459v1 Announce Type: new 
Abstract: Evaluating the decision-making capabilities of large language models (LLMs) is a growing research priority, yet existing benchmarks focus on isolated cognitive tasks such as reasoning, knowledge retrieval, and economic rationality in stylized setti...",Can LLMs Be CEOs? Benchmarking Strategic Resource Reallocation with Multi-Role Agent Simulation
4f5f79b9-e9cb-40a9-a1d4-9302964cfcb2,"Wed, 17 Ju",MODEL_RELEASE,LLM,,,arXiv cs.AI,https://arxiv.org/abs/2606.17507,"arXiv:2606.17507v1 Announce Type: new 
Abstract: Generative AI and large language models (LLMs) are increasingly applied to question generation and automated assessment. However, deploying LLMs in preparation for high-stakes exams requires more than prompt engineering; it demands software pipelin...",LLM-as-Judge in Education: A Curriculum-Grounded Marking Pipeline
4eb27c65-4fa1-4b83-802b-54a92ca47c0c,"Wed, 17 Ju",MODEL_RELEASE,LLM,,,arXiv cs.AI,https://arxiv.org/abs/2606.17546,"arXiv:2606.17546v1 Announce Type: new 
Abstract: Self-evolving LLM-based agents improve mainly by changing their agent harness: the structured execution layer around a base model, including prompts, memory, tools, middleware, runtime state, and the model-tool interaction loop. Existing evaluation...",SEAGym: An Evaluation Environment for Self-Evolving LLM Agents
915458a9-eba0-4cd9-9924-f8522fb8d380,"Wed, 17 Ju",MODEL_RELEASE,Modal,,,arXiv cs.AI,https://arxiv.org/abs/2606.17574,"arXiv:2606.17574v1 Announce Type: new 
Abstract: Evaluating a Physical AI stack spans operators that differ by more than three orders of magnitude -- from a single foundation-model decoding step to thousands of physics ticks of whole-body control -- varying orthogonally in modality, reward semant...",DeepInsight: A Unified Evaluation Infrastructure Across the Physical AI Stack
aba35689-3ee6-4ecf-81b5-62a52768cce1,"Wed, 17 Ju",MODEL_RELEASE,Surrogate Assisted Pedestrian Protection Design,,,arXiv cs.AI,https://arxiv.org/abs/2606.17577,"arXiv:2606.17577v1 Announce Type: new 
Abstract: AI-driven engineering workflows face particular challenges in crash safety design: unlike aerodynamics, crash events involve highly nonlinear contact dynamics, material nonlinearity, and discrete state transitions that are difficult to capture with...",Surrogate Assisted Pedestrian Protection Design via a Foundation Model Orchestrated Workflow
58de6a69-9f57-498e-b71d-7377e44b2fff,"Wed, 17 Ju",MODEL_RELEASE,Verbal Reinforcement Learning,,,arXiv cs.AI,https://arxiv.org/abs/2606.17591,"arXiv:2606.17591v1 Announce Type: new 
Abstract: Training-free verbal reinforcement learning enables LLM agents to learn from world feedback -- objective signals such as dynamic task outcomes, market returns, or demand forecasts -- by extracting verbal rules from experience and injecting them as ...",Closing the Feedback Loop: From Experience Extraction to Insight Governance in Verbal Reinforcement Learning
1d6c17ca-5a29-48ac-94a1-82facfbe772a,"Wed, 17 Ju",MODEL_RELEASE,the InferBERT Framework for Pharmacovigilance arXiv:2606.17113v1 Announce Type,Llama,,arXiv cs.LG,https://arxiv.org/abs/2606.17113,"arXiv:2606.17113v1 Announce Type: new 
Abstract: Distinguishing causal adverse drug events (ADEs) from spurious correlations remains a central challenge in pharmacovigilance. The InferBERT framework integrates transformer models with Do-calculus, but its success hinges on the underlying classific...",The Critical Role of Model Selection in Causal Inference: A Comparative Analysis of Classification Models within the InferBERT Framework for Pharmacovigilance
5eac99cf-b18d-46f3-b518-a04307bd814a,"Wed, 17 Ju",MODEL_RELEASE,Modal,,,arXiv cs.LG,https://arxiv.org/abs/2606.17115,"arXiv:2606.17115v1 Announce Type: new 
Abstract: Foundation models (FMs) have emerged as powerful representation extractors for medical data, yet their generalizability to datasets under distribution shift remains underexplored. This work systematically evaluates FM-based representations on a sui...","Probing, Fusion, and Trustworthiness: A Systematic Evaluation of Foundation Model Representations for Multimodal Cancer Analysis"
de3a4a58-4e29-4232-82ba-2a6792c54fea,"Wed, 17 Ju",MODEL_RELEASE,Verified Detection and Prevention of Concurrency Anomalies,,Multi,arXiv cs.LG,https://arxiv.org/abs/2606.17182,"arXiv:2606.17182v1 Announce Type: new 
Abstract: Multi-agent LLM systems share state through memory stores, vector indices, and tool registries. We model such sharing as long-running read-generate-write operations under deterministic-generation semantics -- the regime durable-execution engines en...",Verified Detection and Prevention of Concurrency Anomalies in Multi-Agent Large Language Model Systems
6c9bcb1a-ba46-41fa-a27c-6e8bff42f28e,"Wed, 17 Ju",MODEL_RELEASE,OpenAI,GPT-5,OpenAI,OpenAI Blog,https://openai.com/index/ai-chemist-improves-reaction,"OpenAI and Molecule.one show how a near-autonomous AI chemist using GPT-5.4 improved a key drug-making reaction, advancing medicinal chemistry research.",A near-autonomous AI chemist improves a challenging reaction in medicinal chemistry
f80cbccd-8c49-4ad1-9846-89b7a1027300,"Wed, 15 Ju",MODEL_RELEASE,Apple,GPT-5,,arXiv cs.AI,https://arxiv.org/abs/2607.11948,"arXiv:2607.11948v1 Announce Type: new 
Abstract: Regulated financial institutions operating under data-residency rules need tenant-owned language models that can run inside the institution's perimeter. This paper combines two related FAOS studies into one mechanism-and-control article.",Ontology-Amplified Distillation and Contextuality Auditing for Sovereign Enterprise Language Models: A Combined Proof-of-Mechanism and Negative-Results Method Study
b41a9b6e-5d33-4019-a97d-5b3426ce40c5,"Wed, 15 Ju",MODEL_RELEASE,SQL,,Role,arXiv cs.AI,https://arxiv.org/abs/2607.11951,"arXiv:2607.11951v1 Announce Type: new 
Abstract: Large language models can write SQL, but enterprise deployment demands more than plausible text: outputs must be syntactically valid, must respect per-role and per-schema policy, must carry provable (not best-effort) guarantees, must not slow down ...",GRID: Grammar-Railed Decoding for Enterprise SQL Generation
c46bbd05-4767-4fa7-9340-a9cd6dba2a1b,"Wed, 15 Ju",MODEL_RELEASE,OpenAI,,OpenAI,arXiv cs.AI,https://arxiv.org/abs/2607.11977,"arXiv:2607.11977v2 Announce Type: new 
Abstract: In 2019, OpenAI released two million GPT-2 outputs-ungrammatical, half broken-to aid the detection of machine-generated text. The alignment that produced their more fluent successors is usually regarded as an engineering achievement; we read it ins...",Optimization Is Not All You Need
629957f2-edbe-48be-80b9-ec187ed808e1,"Wed, 15 Ju",MODEL_RELEASE,Decision Reliability arXiv:2607.12056v1,Gemini,,arXiv cs.AI,https://arxiv.org/abs/2607.12056,"arXiv:2607.12056v1 Announce Type: new 
Abstract: Online shopping is increasingly shifting toward a model in which AI agents independently search for products, compare options, evaluate constraints, and carry out parts of the purchasing process for users. Website design must now support both human...","Designing Agent-Ready Websites for AI Web Agents: A Framework for Machine Readability, Actionability, and Decision Reliability"
